id,travel_type_work,travel_type_honeymoon,travel_type_citybreak,travel_type_holiday,travel_type_backpack,travel_companion_solo,travel_companion_kids,travel_companion_couple,travel_companion_friends,accomodation_quality_cleanliness,accomodation_quality_breakfast,accomodation_quality_quiet,accomodation_quality_price,accomodation_quality_location,accomodation_quality_wifi,accomodation_quality_staff,124_prince_of_wales_drive,131_137_cromwell_rd,167_bermondsey_street,176_south_lambeth_road_vauxhall,2_hurlingham_business_park,24_hour_front_desk,252_camden_road,33_cranbourn_street,4_watteau_square,58_commercial_road,68_elm_park_gardens,air_conditioning,airport_shuttle,bar,bayswater,bbq_facilities,bed_and_breakfast,bloomsbury,boat,brent,brown_hart_gardens,camden,canary_wharf,carter_lane,chiswick,city,city_of_london,colliers_wood,covent_garden,cowcross_street,daily_housekeeping,dalston,delorme_street_w_6_8_ds,designated_smoking_area,docklands,dulwich,ealing,earl's_court,earls_court,facilities_for_disabled_guests,family_rooms,fellows_road,first_floor,flat_2,flat_66,fleet_street,fotress_road,free_parking,free_wifi,garden,greenwich,guest_house,hackney,hammersmith_and_fulham,heating,hillingdon_street,hither_green_oakwood_close,homestay,horton_house,hostel,hot_tub_jacuzzi,hotel,indoor_pool,inn,islington,kensington,kensington_and_chelsea,knightsbridge,lambeth,lancaster_gate,laundry,lewisham,lift,limehouse,london,london_sw_11_8_eg,luggage_storage,marsh_wall,mayfair,millharbour_canary,muswell_hill,near_pimlico_underground_station,newham,non_smoking_rooms,nr_covent_garden,off_ilchester_gardens,on_site_parking,oriel_place_wells_court,orpington,paddington,pancras_road,park_lane,park_view_mansions,parking,peckham,pets_allowed,private_parking,restaurant,romney_court,room_service,royal_arsenal,royal_arsenal_riverside,royal_gateway_caxton_works_canning_town,se_1,shepherds_bush,shoreditch,sloane_square,soda_studios_268_kingsland_road,soho,south_place,southwark,spa_and_wellness_centre,stanmore_road,stepney,stratford,student_accommodation,swimming_pool,terrace,tooley_street,tower_hamlets,upper_groung,vauxhall,victoria,wandsworth,wembley,wembley_ha_9_6_pn,west_end,west_end_mayfair,west_hampstead,westfield_stratford_city,westminster_borough,weston_street,wifi,wood_green,woolwich_arsenal_at_10_woolwich_new_road
5f11347a-6d6f-42e2-989b-43b1adcae62c,0.8139504504918476,0.921430577206868,0.7098382133890031,0.9854989260748577,0.36090219967493953,0.1943514103175752,0.7250839296687244,0.28406390287239525,0.6324232866523387,0.6945865568188305,0.6818685547340082,0.9939665809866582,0.39537406690083143,0.8762308691867862,0.8153656940831824,0.3043829378659828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837d490a-f976-4f02-ad65-fe0c5692b989,0.09566752479092067,0.6352691444791341,0.5054638011923405,0.9464515335334744,0.6985792215655828,0.6260078408287322,0.24070438011735473,0.19188492615444286,0.49238843436949686,0.09521820727515329,0.5861844966000633,0.525173540445272,0.8688948244824752,0.34388541937488926,0.6443770415580974,0.23195825858037766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f4058be-6824-4d41-b6f0-cabdbb331488,0.6394630727894657,0.44052671887844896,0.8868818361334854,0.012021712331082623,0.7648357549329854,0.47451612183706815,0.622081174952106,0.06715358305466279,0.5697158721857694,0.566498287001725,0.29559794923497185,0.0029227430617944083,0.04528697131896409,0.28005835567713655,0.48229041423005503,0.4460978218900815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23091886-3abf-42c9-b02b-1d5e5f135295,0.8934389608364672,0.6434415971804663,0.2512627251744375,0.5883122690468756,0.24319790824314613,0.2616341006865941,0.907006869706553,0.318381596526657,0.7793767907015867,0.7452936344565295,0.4256874995062716,0.1642857194647338,0.9981720742407665,0.8991714661167209,0.17657636484710815,0.673442791578172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f58de6e3-d22b-46a3-b746-4266f8b3dee3,0.06541190158626553,0.4338603120198561,0.21668590566949164,0.9088275864347328,0.9048090806877933,0.6253763490608697,0.12419788331466353,0.6189311808021929,0.15787574322522735,0.36232658133337226,0.4723266051694017,0.9279063017650271,0.08928410935517772,0.2515852572666346,0.4848230648563152,0.7339951398564011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b98e4be0-9e97-47f8-8be1-ada052dbc90d,0.9527939298506054,0.6857872688624533,0.884577747267951,0.7136710559030155,0.6218065964060562,0.8560039798958872,0.6596482343076968,0.04743275230300936,0.48379791163983343,0.6581389630557188,0.25910462030078674,0.6172894209901099,0.5375510250043034,0.052209156014305425,0.18667259088792898,0.753619954545955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6a0dbe8-1dd0-4a72-8ebe-7b3c35357b80,0.5680710093925441,0.219544110729468,0.8890054039821655,0.004938768364447732,0.7173369413103492,0.9520273003438025,0.6309043727783783,0.30037756586746545,0.5157267801171255,0.3183538717549159,0.3246083821146011,0.7271447073054138,0.8973479837349987,0.05396150182132198,0.007542350928083197,0.07365332880217279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ad5d7bf3-6fa0-4f56-a0fe-fa8851ea8b38,0.16945849973315608,0.5925598753944161,0.1969294269479156,0.26454329267626653,0.9309841549338154,0.5586663927539597,0.24427656707399348,0.6909300046871518,0.7471131401389768,0.11698286813960634,0.9055354217385259,0.0946789717920018,0.4767320656588723,0.3361136870778554,0.047535663919533455,0.8213077626303757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e38d01cd-a6d0-4bc5-b01e-0d0e52d68a45,0.05356183951499416,0.8309598436159156,0.29030007833804694,0.6823362478013555,0.026995746043492197,0.3548762750389405,0.6275139097066145,0.7523781376532115,0.43578149873644056,0.025402773062224826,0.13230401887967758,0.15701138334920905,0.04911600466462818,0.37333540883967076,0.6630558545756562,0.9564959490214922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186ee028-427a-4ed9-941f-ae8f5479afbb,0.576396916013072,0.8395471522637183,0.8728399140119405,0.5592282404921325,0.3513110390478684,0.06019583740451817,0.7129310390557084,0.7668672174890245,0.019977094709033194,0.8222981005765331,0.23615353478483003,0.06105105377842435,0.19483725449043443,0.15852735225257075,0.9515855272202931,0.8298452909837506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b43904d1-1cff-4681-a1d5-a4a0db80de09,0.11053345007329729,0.015074354840560522,0.2867242829498502,0.6647640015855967,0.506879941087699,0.8634929601778467,0.954035357278227,0.4747446327683478,0.5633410014986822,0.3049804777934173,0.13460330885225336,0.8993379064741178,0.8708523612979675,0.6456407999515015,0.6805204536253326,0.40523587173556286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b20cc66a-bb77-434c-8d41-311f8b363dcd,0.14189522348954497,0.6259167643433197,0.66946865100175,0.966198719186514,0.6245540736185944,0.2891817842556106,0.60271155047,0.22379398667215522,0.17509763940253964,0.6026314973683804,0.9545860343575812,0.42599055431006416,0.7555687071158661,0.02097282408561707,0.9091693638085152,0.7623262241729747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2aea1ad-19ff-4e5e-b62c-92073bf57e38,0.7171678070962655,0.14880213738533232,0.7042857110803349,0.8676752403382841,0.9407250721642866,0.9652998259309513,0.9248207694120136,0.5523472464999943,0.46632198118929735,0.6664296114913859,0.8905826286117746,0.5251230202027861,0.10623091082198943,0.8465445371125002,0.5440029285759755,0.654179345374194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7d230c29-fb47-495c-92b7-b2fd64b88b11,0.0795625549308907,0.0397521973306334,0.5147854728429688,0.05120451361360612,0.7437151415490688,0.8582207320998017,0.7093462545417626,0.813843130768235,0.29002072684176206,0.7158322613366725,0.39839160012006714,0.4000284938391441,0.16514393098962854,0.05244843278404754,0.3953910556905622,0.2212871166157011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b8355650-d3cf-47fd-8888-9388e95fceff,0.7161973295385784,0.8415395200201683,0.039449685580281724,0.6002917129614072,0.32168760940646246,0.8957200273151782,0.0040749029256723635,0.19424806891298796,0.02738914294686312,0.14830323044111293,0.25068117610071616,0.35363045464896703,0.7576077769245315,0.6261232227820368,0.11893156156763562,0.6811422501792594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
